,index,content,score,score_cat,detected_language
7865,2132,easy to access than browser but when using in dark mode code section is not visible that is code section is in white color not able to see the code,2,negative,en
7866,2132,please fix these issue on dark mode settings of device asa well as app,2,negative,en
7867,2133,currently to access pervious chats we need to go to history option,3,negative,en
7868,2133,please make pervious chats directly visible without having to go to history,3,negative,en
7869,2133,the the browser version,3,negative,en
7870,2134,don't want to create an account,1,negative,en
7871,2134,i'll just stick with googles air,1,negative,en
7872,2134,i refuse to create an account to use an app,1,negative,en
7873,2134,yeah maybe it's an old school attitude but that's how i do things,1,negative,en
7874,2134,installing now,1,negative,en
7875,2135,it's good but could not meet my expectations after all it is an artificial intelligence which is made by humans not a natural one,3,negative,en
7876,2135,but expecting more advance in upcoming time,3,negative,en
7877,2136,this app is amazing... i love it it helps me to solve problems in shortest possible time frame i salute the team that came together to do this for the world i say thanks and god bless you all,5,positive,en
7878,2137,it's great but it's still needs a copy button for codes and a edit question button also,4,neutral,en
7879,2137,just like in the website and the theme looks like i'm in a black and white dimension,4,neutral,en
7880,2138,it's an ai application there every questions are answered and it has the information collected from different websites and produce it before you loved one with less memory space it has high benefits,5,positive,en
7881,2139,this is the most amazing experience i took from a mobile app,5,positive,en
7882,2139,it can sometimes be a good friend and offer great solutions to our human problems,5,positive,en
7883,2139,a big thank you to the developers of this app,5,positive,en
7884,2140,it's is so cool artificial intelligence man like if i ask something it just give me the answer in a second.but it has limits of answering that makes bored sometimes hope developer will fix it,5,positive,en
7885,2141,love the app,5,positive,en
7886,2141,it never leaves you without someone to talk to and i find it quite helpful when trying to prioritize and strategize,5,positive,en
7887,2142,app is very convenient but...when it generate the words it make vibration continuously...and it's very annoying for me ..plz make option for that to off that vibrations,4,neutral,en
7888,2143,rubbish disappointing,1,negative,en
7889,2143,why does it appear some of the key words and phrases in reviews could have been ai generated,1,negative,en
7890,2143,have a ready,1,negative,en
7891,2143,sus or what,1,negative,en
7892,2144,edit the app was fixed and properly shows an error message instructing me to disable my van,4,neutral,en
7893,2144,did so and it worked,4,neutral,en
7894,2144,thanks,4,neutral,en
7895,2145,love it but please give it access to data after 2021 and access to real time internet data like weather information traffic info weather radar etc definitely not news sources,5,positive,en
7896,2146,just wow.this app certainly makes my life easier.it has a simple interface.answers i got so far was very clearconcise and accurate.there are no adds solar and i hope they will keep it that way in the future too.hats off to the developers,5,positive,en
7897,2147,this ai assistant has intelligence like human,5,positive,en
7898,2147,can't imagine how far technology has reached,5,positive,en
7899,2147,it can write me anything i want within the blink of an eyes,5,positive,en
7900,2147,everything is accurate,5,positive,en
7901,2147,thanks to ai .,5,positive,en
7902,2148,amazing,5,positive,en
7903,2148,i was on a long drive and asked it to write me a physiological thriller called when she see's you,5,positive,en
7904,2148,a great book to ask it to write bows,5,positive,en
7905,2148,5 stars,5,positive,en
7906,2149,started using it to help me find ideas for meals and it even provides step by step instructions on how to make them,5,positive,en
7907,2149,i have loved the help it provides,5,positive,en
7908,2150,cannot login i email password ; using brave browser redirect i shield off ; android 9 ; as soon as i tap continue webpage loads but remains at login screen i email and password typed in,1,negative,en
7909,2151,i can access chatgpt faster with this app,5,positive,en
7910,2151,please add the ability to have multiple conversations simultaneously browser tabs,5,positive,en
7911,2152,a great tool for daytoday life,5,positive,en
7912,2152,i'm using it for my study questioning learn new stuff planning my day good experience,5,positive,en
7913,2152,great work from openai.,5,positive,en
7914,2152,thanks you,5,positive,en
7915,2153,my card was billed,1,negative,en
7916,2153,i chose to auto install the app on android once it was available and turns out my card was charged 20 bucks and the subscription wasn't even provided,1,negative,en
7917,2154,chatgpt is an impressive language model that consistently demonstrates its ability to provide accurate and helpful responses across a wide range of topics making it a valuable tool for obtaining information and engaging in meaningful conversations,5,positive,en
7918,2155,great and easy,5,positive,en
7919,2155,some times language auto detection feature confused with uru and displayed hindi everything else is working fine,5,positive,en
7920,2156,it's crazy how clever chatgpt is,5,positive,en
7921,2156,if you ask it to write a story i uses your prompt so creatively and pumps out the story in an instant,5,positive,en
7922,2156,was pleasantly surprised,5,positive,en
7923,2156,100 recommend,5,positive,en
7924,2157,impressive ai conversations,5,positive,en
7925,2157,chatgpt app is a gamechanger!,5,positive,en
7926,2157,its natural language understanding personalized responses and reliable knowledge make it an exceptional ai companion,5,positive,en
7927,2157,highly recommended,5,positive,en
7928,2158,i have been trying to login into the app for some reason its not possible for me to access the apply have tried to log in through various means but it has proved futile,1,negative,en
