,index,content,score,score_cat
3131,671,"disadvantage: In the microphone, when we speak in english, sometimes it may translate into the Hindi language (Microphone understanding error).",4,neutral
3132,671,May be it's because of free version,4,neutral
3133,672,It's been an incredibly useful tool for me.,5,positive
3134,672,The convenience of having an AI language model on my phone has been a game-changer.,5,positive
3135,672,"Whether I need quick information, language assistance, or creative ideas, ChatGPT is always there to help.",5,positive
3136,673,"⭐⭐⭐⭐⭐ (5/5 stars) ""The ChatGPT Android app is simply phenomenal!",5,positive
3137,673,It surpasses all expectations with its remarkable conversational abilities.,5,positive
3138,673,"Whether I need quick information or seek creative inspiration, it delivers spot-on responses.",5,positive
3139,673,The app's user-friendly interface and natural interactions make it an invaluable tool.,5,positive
3140,673,"Without a doubt, this is a must-have app!""",5,positive
3141,674,I love ChatGPT on the browser but the mobile app version lacks essential features such as editing sent requests and sharing options.,3,negative
3142,674,I guess those issues will be addressed in upcoming updates.,3,negative
3143,674,Will consider giving a 5 star review once it gets equal or better than the Web browser version of the app.,3,negative
3144,675,ChatGPT is an outstanding app that provides prompt and organized answers to my questions and suggestions.,5,positive
3145,675,Using it has allowed me to gain new knowledge and understanding.,5,positive
3146,675,The app is user-friendly and has a simple interface.,5,positive
3147,675,"If you want to engage in conversations or obtain information on any topic, ChatGPT is a great assistant.",5,positive
3148,676,ChatGPT is an impressive AI language model!,5,positive
3149,676,"It engages in natural conversations, offers versatile knowledge, and provides excellent writing assistance.",5,positive
3150,676,"Its friendliness and empathy make it a welcoming companion, while its quick and responsive nature ensures efficient interactions.",5,positive
3151,676,"With ethical guidelines, ChatGPT is a safe and valuable tool for learning and online experiences.",5,positive
3152,676,Highly recommended!,5,positive
3153,676,"🌟 (This review was written by ChatGPT, I couldnt have said it much better) 10/10 :D",5,positive
3154,677,it would be great if ChatGPT would had a memory of a couple of hours.,3,negative
3155,677,"You told him/her about something, and if you exit the app and reopen it immediately, he/she can't remember the info.",3,negative
3156,677,It was a lot of info that wasn't worth it writing again.,3,negative
3157,677,A short memory time would be perfect,3,negative
3158,678,Incredible application.,5,positive
3159,678,"More features, specifically numerical literacy would be appreciated.",5,positive
3160,678,"However, the app, and your service, has made my work in psychology so much easier, leaving time for me to focus on my clients.",5,positive
3161,678,Thank you 🤗,5,positive
3162,679,The ChatGPT Android app is an exceptional conversational companion.,5,positive
3163,679,"With a user-friendly interface, lightning-fast responses, context understanding, and strong privacy measures, it stands out in the world of AI chat apps.",5,positive
3164,679,Highly recommended for its versatility and continuous improvement.,5,positive
3165,680,I've been using this AI on both my computer and phone for research and programming purposes.,5,positive
3166,680,"It's proven to be invaluable, aiding both newcomers and experienced individuals.",5,positive
3167,680,I'm thoroughly satisfied with its capabilities and highly recommend it to anyone seeking information or assistance.,5,positive
3168,680,"A must-have tool!""",5,positive
3169,681,I'm positive this is GPT 3 or 3.5.,4,neutral
3170,681,This app is good.,4,neutral
3171,681,But it needs upgrades on text.,4,neutral
3172,681,"For example, the text Interpretation in mathematical statement or expression needs to be worked on.",4,neutral
3173,681,"Like now, instead of 4m/s², it generates 4m/s² as a code(something like this: {4, /text(m/s)^2}), making it hard to read and understand.",4,neutral
3174,681,"So, please work on the mathematical expression/statement generation.",4,neutral
3175,682,It's a brilliant app.,4,neutral
3176,682,"But on my system, the voice comes through the phone channel, not the speaker channel so it's really quiet which is a bit sad!",4,neutral
3177,683,I can no longer reply to conversations.,1,negative
3178,683,"It lets me ask the initial question but won't let me continue talking... the only way to open the keyboard is to click the mic, then click back, then click the text box...",1,negative
3179,683,I'll fix this review once app is fixed EDIT I can open the keyboard but ONLY by pressing the VERY left of the message box.,1,negative
3180,683,The middle or right side doesn't work,1,negative
3181,684,It is really helpful.,5,positive
3182,684,Just do text what you don't understand (specially for students like me).,5,positive
3183,684,Also it gives a solid statement about your interests.,5,positive
3184,684,Simple and Minimal.,5,positive
3185,684,I loved it!,5,positive
3186,685,A functional albeit flawed and held back AI chat tool.,3,negative
3187,685,"Bard is clearly the superior AI chat tool as of the time of writing this review, but there isn't yet a Bard app, so this definitely wins on the usability front.",3,negative
3188,685,"But as far as the execution of each, ChatGPT is clearly inferior to Bard in virtually every way.",3,negative
3189,685,I only use this when I want the convenience of a mobile app; otherwise I use Bard on my Chrome browser.,3,negative
3190,686,Crashes when I have Google Play disabled.,3,negative
3191,686,I need to have Google Play and other apps disabled most of the time because of reasons that I don't feel like sharing.,3,negative
3192,686,"So, could this feature be removed?",3,negative
3193,686,"If not, I can just remove it as it is the only app with this nonsense requirement.",3,negative
3194,686,Thanks,3,negative
3195,687,I can't log into my account.,1,negative
3196,687,"Even if I tried multiple times, it keeps saying that I need to check my internet connection and see if my date and time are set properly.",1,negative
3197,687,"Both my internet connection and my date and time are not a problem, but the app is.",1,negative
